"Wayne Guerrero","STSO-3882"
"Tammy Harmon","ENGR-1118"
"Craig Lowery","ITWS-1898"
"Robert Bryan","PHYS-3652"
"Edward Farrell","CSCI-2845"
"Rachel Allen","ECSE-1275"
"Sally Murphy","PSYC-4762"
"Elizabeth House","MATH-3445"
"Tammy Hale","ECSE-2355"
"Samantha Shaw","ITWS-4128"
"Steven Miller","ENGR-2821"
"Katrina Ray","MATH-3913"
"Mason Johnson","STSO-1557"
"Cole Hernandez","ECSE-2802"
"William Glover","CSCI-3266"
"Zachary Le","CHEM-4151"
"Wanda Campbell","CSCI-1332"
"Gina Pugh","ITWS-4491"
"Jennifer Franco","PHYS-2117"
"Tara Barnes","MATH-3386"
"Stephen Jones","ENGR-4482"
"Tiffany Moon","ECSE-1799"
"Kyle Everett","ENGR-4774"
"Michael Kim","ECSE-4442"
"Anthony Pace","STSO-1951"
"Jennifer Reeves","ECSE-4323"
"Kyle Flores","ENGR-1574"
"Amanda Odonnell","PSYC-2358"
"Tiffany Collins","ECSE-2119"
"Autumn Smith","ITWS-2382"
"Katie Gray","PHYS-3368"
"Gabriel Parker","BIOL-1057"
"Gary Lawson","MATH-1185"
"Tracy Chang","ECSE-3365"
"Michelle Roberts","ITWS-3001"
"Darlene Orr","MATH-1068"
"Melinda Welch","PHYS-4940"
"Laura Jackson","ECSE-4323"
"Phillip Marshall","PHYS-3411"
"Melanie Rivera","ENGR-3879"
"Kyle Cooper","ENGR-1271"
"Richard Harper","STSO-1588"
"Michael Johnson","PSYC-2184"
"Gabriela Jensen","PHYS-4002"
"Ricky Thompson","ECSE-2958"
"David Cole","STSO-2756"
"Zoe Bell","ITWS-2523"
"Kevin Knox","MATH-1895"
"Maria Clark","ECSE-3929"
"Michele Baker","CHEM-1229"
"Heather Mccoy","BIOL-1285"
"Devin Lee","CSCI-1671"
"Claudia Roberts","ITWS-2455"
"Tracy Taylor","PHYS-3949"
"Meghan Valencia","CHEM-1178"
"Alan Foley","CHEM-4642"
"Valerie Juarez","STSO-1683"
"Lindsey Wong","PSYC-1899"
"Cassandra Rivera","PHYS-3337"
"Ana Clayton","STSO-3435"
"Robert Leon","ECSE-1525"
"Breanna Torres","BIOL-4172"
"Bobby Mahoney","BIOL-4461"
"Lisa Wilson","BIOL-4629"
"Connor Roberts","PSYC-4741"
"Willie Bean","ECSE-4791"
"Elizabeth Jackson","ENGR-3194"
"Shelly Powers","PHYS-4118"
"Bradley Thomas","MATH-3564"
"Ashley Stokes","STSO-1926"
"Christopher Mendez","ENGR-2571"
"Michelle Ray","ITWS-3270"
"Tina Cohen","ENGR-3037"
"Alison Jimenez","ECSE-3168"
"Elizabeth Chavez","CHEM-3528"
"Maria White","CHEM-1301"
"Steven Davis","ECSE-1292"
"John Ayers","CHEM-1274"
"Anthony Gomez","BIOL-1828"
"Jacob Villa","STSO-1926"
"Alexa Tate","PSYC-2200"
"Lance Henderson","ENGR-3516"
"Caleb Adams","MATH-2851"
"Tiffany Allison","ENGR-3645"
"Tommy Olson","ECSE-1323"
"Christina Branch","CHEM-1467"
"Stephanie Reynolds","ECSE-1275"
"Richard Lee","ECSE-3260"
"Russell Melendez","ECSE-4825"
"Douglas Wong","MATH-2268"
"Brianna Alvarez","MATH-4114"
"Jeffrey Vaughan","BIOL-4960"
"Tracy Lane","ENGR-1213"
"Susan White","BIOL-2114"
"Cheryl Lopez","STSO-2754"
"Katherine Davis","PHYS-2962"
"Emily Harris","PHYS-1669"
"Herbert Washington","PSYC-2033"
"David Huffman","PHYS-2841"
"Steven Miller","ENGR-1326"
"Whitney Jones","CSCI-4545"
"Leah Norton","BIOL-2669"
"Sara Williams","ITWS-1997"
"Renee Moses","ENGR-1841"
"Pam Martinez","CSCI-2883"
"Kristen Frost","PHYS-1571"
"Willie Miranda","PHYS-1350"
"Tracy Mcclure","ENGR-1574"
"Robert Ashley","PSYC-4885"
"Matthew Young","CHEM-4962"
"Kurt Frazier","CHEM-3500"
"Samuel Stanton","MATH-1021"
"Dillon Ramos","ECSE-1815"
"Melissa Wood","STSO-1628"
"Michelle Riley","PSYC-1067"
"Courtney Ruiz","PSYC-4420"
"Shelby Turner","MATH-1781"
"Victor Bradley","PHYS-1485"
"Kimberly Fox","ITWS-3142"
"Brittany Allen","ENGR-1180"
"Michael Peterson","ITWS-4824"
"Kaitlyn Carroll","MATH-1555"
"David Charles","STSO-2167"
"Kevin Clark","ITWS-1546"
"John Mueller","CHEM-3626"
"Katie Solis","PSYC-3681"
"Lisa Anderson","PSYC-2746"
"Lindsay Stark","MATH-3152"
"John Wolfe","MATH-3432"
"Tammy Shaffer","PSYC-2411"
"Kimberly Bauer","ENGR-2383"
"Robert Moore","CHEM-1151"
"Stephen Patrick","PHYS-4345"
"Dennis White","BIOL-1477"
"Emily Walker","PHYS-1571"
"Tammy Santiago","ITWS-1666"
"Joseph Anderson","PHYS-2962"
"John Briggs","ITWS-3959"
"Michael Smith","ECSE-3209"
"Courtney Hill","STSO-3872"
"Peter Hernandez","CSCI-4969"
"Michael Jacobs","CSCI-4436"
"Todd Sandoval","ENGR-2821"
"Crystal Hamilton","CSCI-1188"
"Cheryl Casey","STSO-2139"
"Daniel Johnson","ECSE-1066"
"Judy Patel","STSO-3578"
"Danielle Coleman","CHEM-1301"
"Rick Wright","PSYC-2402"
"Susan Becker","CSCI-1976"
"Leonard Riley","ITWS-2600"
"Travis Hubbard","BIOL-4960"
"Theresa Johnston","MATH-3432"
"Robert Clark","PHYS-4341"
"Alexis Krueger","PSYC-2892"
"Robert Huff","MATH-2425"
"Amanda Bradley","CHEM-3127"
"Jon Smith","BIOL-3875"
"Nicholas Juarez","CHEM-4112"
"Cynthia Peters","ECSE-4998"
"Jose Russell","BIOL-4846"
"Ashley Dennis","BIOL-2130"
"Crystal Pitts","PHYS-1263"
"Brandon Wheeler","ENGR-2533"
"Mary Johnston","PSYC-4791"
"Bobby Lee","PSYC-4136"
"Tiffany Frank","ECSE-4244"
"Anna Bryant","ITWS-2241"
"Jessica Rice","PHYS-3628"
"Donna Hill","ITWS-1755"
"Anna Lester","PSYC-1150"
"Raymond Torres","ITWS-1456"
"Christine Dickson","PSYC-2124"
"James Wagner","STSO-1650"
"Michelle Blake","PHYS-4921"
"Bruce Perez","BIOL-3723"
"Timothy Thomas","ENGR-2338"
"Bryan Fernandez","ENGR-3677"
"Debra Shelton","PSYC-2542"
"Ricky Walton","ENGR-1181"
"Matthew Richards","ENGR-2798"
"Courtney Edwards","STSO-1290"
"Eric Harrison","PSYC-1979"
"Heather Torres","PHYS-1563"
"Maria White","PHYS-4839"
"Daniel Lopez","BIOL-1455"
"Susan Morris","PHYS-1027"
"Natalie Ware","ECSE-2783"
"Jennifer Larsen","ECSE-4124"
"Yvonne Mendoza","MATH-2018"
"Ashley Stokes","CSCI-2262"
"Michael Avila","ECSE-2882"
"Julie Osborne","CHEM-1875"
"Allison Campbell","ENGR-1808"
"Robin Hunt","BIOL-1956"
"Keith Martinez","ENGR-4167"
"Natalie Collins","CHEM-3500"
"Benjamin Coleman","BIOL-2533"
"Cody Cook","ITWS-3472"
"Joseph Baxter","ECSE-1275"
"John Hansen","ENGR-3775"
"Melissa Khan","MATH-2765"
"Derek Moreno","ENGR-3943"
"Jennifer Wood","PHYS-2228"
"Andrea Marsh","CHEM-4119"
"Veronica Bowman","CHEM-4963"
"Kelsey Cross","MATH-4199"
"Leslie Coleman","CSCI-2244"
"Donald Yang","ECSE-4081"
"Hannah Foster","BIOL-2845"
"Michael Russell","PHYS-4856"
"Andrew Garner","PSYC-4621"
"Donald Shah","BIOL-3110"
"Jonathan Walker","ITWS-3445"
"Breanna Jackson","ECSE-4596"
"Wesley Walton","PSYC-2354"
"Manuel Hale","STSO-4202"
"Amanda Rivera","ECSE-4539"
"Kimberly Mann","ENGR-3444"
"Matthew Garner","PHYS-3410"
"Marcus Brown","ECSE-1292"
"Reginald Smith","PHYS-4120"
"Thomas Simpson","STSO-1225"
"Matthew Durham","MATH-1131"
"Veronica Jefferson","BIOL-4988"
"David Moreno","ECSE-4124"
"Daniel Clark","MATH-4261"
"Veronica Rogers","BIOL-3282"
"Gary Nash","STSO-4887"
"Connie Simmons","ITWS-3222"
"Jacob Miller","ITWS-4828"
"Kurt Graham","PSYC-3732"
"Aaron Nguyen","MATH-4414"
"Mario Allen","MATH-2613"
"Sandra Cox","ITWS-2904"
"Renee Zimmerman","ITWS-4824"
"Reginald Smith","ITWS-3755"
"Kelly Young","PHYS-3745"
"Alexis Orr","MATH-2114"
"Stephanie Baker","CHEM-1142"
"Edward Haney","PSYC-4698"
"James Berry","STSO-2712"
"Jacob Garza","STSO-3752"
"Matthew Williams","ENGR-4955"
"Diana Yoder","ENGR-2634"
"Lindsey Chavez","MATH-4321"
"Amber Davis","ITWS-4488"
"Courtney Hill","BIOL-2538"
"Nicholas Chapman","MATH-4042"
"Charles Nolan","CSCI-4969"
"Jacob Thompson","BIOL-1375"
"Ariel Hodge","PHYS-2334"
"Stephanie Ballard","CSCI-2135"
"Patrick Rubio","ENGR-3084"
"Mark Phillips","BIOL-4055"
"Kimberly Green","ECSE-3813"
"Jermaine Miller","MATH-4188"
"Natasha Zamora","BIOL-1682"
"Donna Davis","MATH-3032"
"Bryan Woods","PSYC-2354"
"Jennifer Jackson","ITWS-4482"
"Alyssa Alvarez","PHYS-3949"
"Glenn Hardy","ITWS-4526"
"Tiffany Moon","ENGR-4591"
"Donna Baker","BIOL-2118"
"Melissa Mooney","MATH-1131"
"Amber Lee","BIOL-3617"
"Phillip Hendricks","PSYC-4105"
"Gabriel Gay","ENGR-1070"
"Laura Rodriguez","BIOL-2388"
"Tonya Terrell","BIOL-3855"
"Krista Camacho","PHYS-4299"
"Edward Stewart","PHYS-1485"
"Herbert Williams","STSO-3669"
"William Mayo","MATH-2641"
"Sherri Fleming","ITWS-3102"
"Daniel Lee","STSO-2948"
"Michele Sosa","STSO-3375"
"Carol Richardson","PHYS-3026"
"Johnny Castro","ECSE-2129"
"Julia Moore","STSO-2260"
"Amanda Mullins","PHYS-1711"
"Sherry Miller","BIOL-3082"
"Angel Webb","ITWS-1485"
"Jill Sparks","CHEM-1107"
"Zachary Booker","ECSE-4442"
"John Beltran","STSO-2733"
"Larry Graham","STSO-2872"
"William Baker","ENGR-1909"
"Julia Barnes","MATH-2950"
"Andrew Wagner","CHEM-4886"
"Kurt Kane","ECSE-1784"
"Richard Morris","CHEM-4962"
"Chris Johnson","PHYS-3952"
"Elijah Burton","PHYS-2142"
"Zachary Collins","CHEM-4415"
"Marcus Todd","ITWS-2643"
"Makayla Wheeler","ITWS-2483"
"Lisa Evans","ENGR-1973"
"Paige Garcia","PSYC-2939"
"Krista Camacho","PHYS-1563"
"Karen Hernandez","PSYC-4764"
"Haley Thompson","CSCI-3390"
"Casey Mcgrath","ECSE-4124"
"Kristin Dean","PHYS-2491"
"Veronica Castro","MATH-3677"
"Jason Perez","STSO-2733"
"Judy Watson","ECSE-3032"
"Gina Campos","PSYC-2939"
"Christopher Trujillo","PHYS-3049"
"Tara Reilly","STSO-3953"
"Sara Curry","ITWS-3959"
"Matthew Nelson","CSCI-1938"
"Madison Blankenship","CSCI-3303"
"Dakota Sullivan","ENGR-3266"
"Gabrielle Mckinney","BIOL-3412"
"David Sellers","CHEM-1129"
"Anthony Orr","MATH-2412"
"Janet Watson","STSO-2728"
"Jill Smith","BIOL-1999"
"Rachel Hunter","ITWS-4662"
"John Briggs","ENGR-3111"
"Manuel Baker","ECSE-2288"
"Tina Hughes","MATH-2434"
"Holly Spears","BIOL-3048"
"Jennifer Guerrero","CSCI-4516"
"John Rosario","CHEM-3897"
"Darryl Kent","ENGR-4187"
"Jennifer Erickson","BIOL-1596"
"Seth Sanders","PSYC-3444"
"Kevin Spencer","PHYS-3885"
"John Bennett","ECSE-2365"
"Nicholas Rodriguez","CHEM-2843"
"David Yang","ECSE-2238"
"Thomas Lowe","CSCI-1837"
"Samantha Shaw","MATH-1422"
"Christine Dickson","STSO-3777"
"Deborah Vargas","ENGR-1180"
"Robert Cortez","STSO-3081"
"Gary Perry","ENGR-1808"
"Amanda Kaiser","PSYC-2451"
"Fernando Jones","MATH-4261"
"Austin Hayes","ENGR-2003"
"Christopher Miller","BIOL-3082"
"Oscar Taylor","CSCI-4889"
"Peter Ruiz","PSYC-3711"
"Amanda Larson","STSO-1628"
"Evan Martin","ENGR-2891"
"Matthew Gregory","MATH-3122"
"Donald Strickland","BIOL-2620"
"Jessica Hays","ECSE-2350"
"Stephen Butler","STSO-3268"
"Wesley Frye","CHEM-1918"
"Sue Rodriguez","STSO-2299"
"Kelly Buchanan","ENGR-4209"
"Brian Scott","ENGR-2857"
"Raven Klein","BIOL-2837"
"April Alvarado","PSYC-2553"
"Latoya Baldwin","STSO-1290"
"Michelle Moore","PSYC-4729"
"Sophia Thomas","BIOL-4368"
"Anthony Haley","PHYS-4872"
"Allison Paul","PHYS-3898"
"Whitney Morrison","BIOL-2033"
"Susan Mclean","CHEM-2835"
"Paula Warner","BIOL-1896"
"Gregory Fitzgerald","STSO-1105"
"Regina Tucker","CSCI-1637"
"Teresa Anderson","CSCI-1122"
"Willie Martinez","PSYC-2033"
"James Kelley","CHEM-2087"
"Sheila Fischer","ITWS-3780"
"Douglas Randall","CHEM-3600"
"Melissa Cruz","BIOL-2495"
"Laura Flores","BIOL-3059"
"Joshua Riddle","BIOL-4055"
"Judy Johnson","PHYS-4299"
"Steven Miller","ENGR-1789"
"Joshua Clarke","ITWS-4824"
"Kyle Wilson","PSYC-3461"
"Mark Cruz","PHYS-4096"
"Jeremiah Perez","PHYS-3538"
"Cheryl Massey","ECSE-3272"
"Billy Evans","ITWS-1546"
"Kenneth Mendez","PHYS-3342"
"Sean Mitchell","CHEM-4538"
"Chelsea Potter","CSCI-3024"
"Daniel Taylor","PHYS-4391"
"Danny Cole","CHEM-3587"
"Derek Barnes","BIOL-2280"
"James Maynard","BIOL-3855"
"Kathryn Russell","PHYS-4856"
"Rachel Elliott","PHYS-3585"
"April Phillips","STSO-2838"
"Matthew Thompson","PHYS-1029"
"Matthew Griffin","CHEM-1428"
"Robert Burns","BIOL-1285"
"William Garcia","ECSE-4130"
"Alec Collier","PSYC-4885"
"Heather Hill","ITWS-3142"
"Erika Nguyen","ENGR-4167"
"Jeffrey Mccormick","ITWS-4995"
"Caleb Jones","CHEM-4462"
"Joy Pineda","ENGR-1271"
"April Miller","ECSE-1967"
"Timothy Rivera","MATH-3443"
"Mikayla Johnson","PHYS-4757"
"James Moran","PHYS-4120"
"Adrian Burgess","BIOL-4964"
"William Burns","ITWS-2760"
"Joe Jones","MATH-2015"
"David Clark","PSYC-1328"
"Amber Martin","MATH-4856"
"Kelly Rivera","STSO-3822"
"Stephen Elliott","MATH-4406"
"Terri White","PHYS-3038"
"Juan Hawkins","CHEM-2904"
"Stacey Martin","PSYC-2235"
"Andrea Bradford","ENGR-4700"
"Susan Harris","ITWS-3406"
"Daniel Stokes","PSYC-4124"
"William Hale","BIOL-4302"
"Brian Phelps","STSO-2884"
"Edward Shaw","CHEM-1763"
"Candice Medina","MATH-4777"
"Alexander Dennis","STSO-2712"
"Vanessa Caldwell","BIOL-3412"
"Megan Norman","ENGR-3437"
"Steven Williamson","CHEM-4151"
"Erik Gardner","ECSE-3124"
"Lynn Parker","STSO-2756"
"Christopher Williams","STSO-2571"
"Rachel Knight","MATH-4681"
"Michael Roth","ENGR-4401"
"Isaac Steele","MATH-1937"
"Jacob Thompson","MATH-3350"
"Mitchell Thomas","MATH-1422"
"Brooke Aguilar","BIOL-2768"
"Matthew Young","CHEM-4746"
"Robert Miles","ENGR-2255"
"Tiffany Allison","ECSE-4451"
"Alexis Nelson","ECSE-3197"
"Mary Kennedy","MATH-3348"
"Richard Graham","PSYC-3355"
"Amanda Ballard","ITWS-3284"
"Julie Hernandez","STSO-4677"
"Brianna Baker","BIOL-1323"
"Kurt Watkins","ECSE-1357"
"Dawn Jones","STSO-3094"
"Karen Wolf","CHEM-1062"
"Matthew Espinoza","ITWS-4531"
"Joshua Frazier","PHYS-2841"
"Tracey Hopkins","CHEM-3237"
"Tim Ward","STSO-1459"
"Colton May","CHEM-4963"
"Lisa Patterson","PHYS-4341"
"Corey Knapp","PHYS-2478"
"Donald Hahn","ITWS-3550"
"Steven Dominguez","CSCI-3536"
"Joseph Smith","MATH-3252"
"Billy Avila","STSO-3828"
"Ivan Jones","ENGR-4404"
"Debra Watkins","PHYS-3828"
"Jeffery Gay","CSCI-2640"
"Anthony Brooks","PSYC-2558"
"Natasha Zamora","PSYC-4276"
"Alyssa Chavez","CHEM-1024"
"Lisa Guerrero","PSYC-2629"
"Tiffany Moon","PHYS-2888"
"Cindy Bell","CHEM-1876"
"Michael Harvey","ECSE-4613"
"Ethan Horton","BIOL-2768"
"Wesley Wilson","PSYC-2671"
"Tyler Chaney","CSCI-4297"
"Louis Myers","STSO-2382"
"Kevin Zhang","ITWS-3142"
"James Weeks","STSO-3951"
"Alexandra Green","ECSE-4405"
"Michelle Sims","ECSE-3913"
"Tammy Thompson","CSCI-2828"
"Jane Davis","STSO-2099"
"Jim Sullivan","ENGR-3887"
"David Wade","PSYC-3851"
"Eric Hall","PHYS-2758"
"Anita Lee","STSO-1564"
"Matthew Valdez","ECSE-4149"
"Sean Reynolds","STSO-2167"
"Jose Ward","PSYC-4730"
"Charles Bowen","ITWS-1942"
"Joseph Mckinney","ENGR-1574"
"Edward Jones","PSYC-2542"
"Kevin Richardson","ENGR-1574"
"Richard Eaton","CHEM-3626"
"Sandra Smith","BIOL-2439"
"Larry Mcclure","STSO-1570"
"Richard Robertson","ECSE-3994"
"Steven Rivers","BIOL-4302"
"Colin Rodgers","MATH-3968"
"Mary Hayes","STSO-2993"
"Janice Howell","ENGR-2978"
"Brandon King","BIOL-4382"
"Nicholas Arnold","CSCI-1472"
"Dustin Ellis","PHYS-2231"
"David Hall","CHEM-3509"
"Donna Becker","BIOL-3756"
"Patricia May","STSO-3161"
"Brian Davis","MATH-4856"
"Kathleen Fernandez","BIOL-1008"
"Kari Ward","ITWS-3712"
"Tiffany Skinner","PHYS-2506"
"Ashley Daniel","CSCI-4516"
"Rebecca Salinas","ECSE-3028"
"Angela Henderson","ENGR-4002"
"Ashley Murphy","MATH-3495"
"Christina Kim","ITWS-1491"
"Bradley Dominguez","BIOL-3440"
"Jose Sullivan","PSYC-1032"
"Christy Johns","CHEM-4251"
"Elizabeth Chavez","ENGR-2571"
"Hayley Smith","ITWS-2025"
"Kathryn Byrd","BIOL-2415"
"Allison Brown","PHYS-1669"
"Gregory Stafford","PSYC-1979"
"Jerry Perkins","STSO-4112"
"Julie Wilson","BIOL-2536"
"Jessica Ramirez","CHEM-3161"
"Samantha Pace","ENGR-1743"
"Hunter Burch","MATH-4777"
"Patricia Clark","ITWS-2223"
"Sally Carroll","CHEM-1467"
"Eric Ward","CHEM-1744"
"Cindy Brown","ITWS-2715"
"Patricia Fisher","CHEM-3127"
"Scott Riley","PHYS-4541"
"Jessica Weaver","ITWS-3739"
"Lawrence Ibarra","ENGR-2703"
"Ivan Davis","BIOL-1780"
"Daniel Hicks","ENGR-2891"
"Brian Cameron","ENGR-3659"
"Emily Richards","ECSE-3028"
"Jesse Williams","CHEM-4909"
"Jennifer Perkins","BIOL-1753"
"Tony Rodriguez","CSCI-2262"
"William Payne","ECSE-4998"
"William Ray","PHYS-3755"
"Elizabeth Brown","MATH-4493"
"Michael Hale","STSO-2804"
"Crystal Williams","ITWS-2165"
"Judith Payne","CHEM-4745"
"Michael Baldwin","PSYC-4142"
"Jennifer Brown","CHEM-2633"
"Robert Barr","ENGR-4054"
"Kevin Short","STSO-4614"
"Robert Hamilton","STSO-3442"
"Steven Taylor","PHYS-2478"
"Andrew Castillo","ENGR-3360"
"James Compton","ITWS-3552"
"Monica Hernandez","ENGR-3617"
"Tasha Valencia","ENGR-3776"
"Vanessa Gibson","ECSE-1312"
"Matthew Richards","CSCI-3303"
"Lauren Mccoy","BIOL-1719"
"Juan Franklin","BIOL-2130"
"Sarah Miller","PSYC-4698"
"Alyssa Allen","CHEM-3544"
"Elizabeth Wilkinson","ENGR-3084"
"Lawrence Davis","PHYS-2888"
"Gabriella Abbott","ENGR-4209"
"Cameron Reynolds","ECSE-4282"
"Rodney West","MATH-1207"
"Jessica Robinson","PSYC-4762"
"Michael Krause","CSCI-2222"
"Robin Torres","PSYC-4991"
"Angela Vasquez","ENGR-2544"
"Edward Ray","CHEM-1436"
"Lauren Duarte","CSCI-4394"
"Brenda Harris","ECSE-4799"
"Anita Williams","MATH-3173"
"Jennifer Huff","ITWS-3567"
"Jeffrey Stout","PSYC-1466"
"Bethany Anthony","BIOL-3075"
"Chad Lopez","MATH-2692"
"Katherine Hodge","STSO-4880"
"Alicia Patel","BIOL-1760"
"Matthew Morrow","ECSE-3689"
"Kara Martinez","ITWS-2803"
"David Hill","ECSE-1664"
"Amanda Frank","ENGR-3329"
"Amanda Davis","PHYS-4691"
"Larry Leblanc","BIOL-1018"
"Adrian Torres","ECSE-4720"
"Shane Vasquez","CSCI-3536"
"Monica Johnson","STSO-3706"
"Reginald Flowers","ECSE-3247"
"Alexander Peterson","ECSE-4720"
"Jonathan Bartlett","CSCI-1332"
"Vanessa Cunningham","ECSE-3092"
"Amy Rogers","PHYS-3321"
"Thomas Maldonado","STSO-3365"
"Ricky Garcia","PSYC-4762"
"Jeffery Huang","ENGR-3943"
"Seth Barnes","ITWS-3717"
"Shane Parker","ECSE-2829"
"Jimmy Jackson","PHYS-2117"
"Dennis Heath","PSYC-1154"
"Karen Lawrence","ECSE-2193"
"Bill Jacobson","ITWS-2315"
"Valerie Camacho","CSCI-1679"
"Tyrone Holmes","CSCI-2372"
"Aaron Ochoa","ITWS-1618"
"Linda Livingston","PHYS-1311"
"Trevor Simpson","BIOL-4960"
"Timothy Yates","PHYS-2142"
"Julie Wilson","PHYS-1779"
"Ryan Smith","PHYS-4784"
"Laura Cox","BIOL-3442"
"Ashley Fuller","CHEM-1875"
"Kelly Martin","STSO-1409"
"John Davenport","PSYC-1592"
"Ashley Smith","CHEM-1875"
"Hannah Butler","ECSE-4720"
"Erik Waters","PSYC-1905"
"Amanda Holmes","PSYC-4059"
"Lisa Barnes","STSO-3315"
"Brian Davies","MATH-1021"
"Kelly Sanchez","BIOL-4988"
"Patrick Gilbert","MATH-3602"
"Debbie Foster","PSYC-1603"
"Christine Moore","STSO-3822"
"Susan Howell","ENGR-1960"
"Tammy Hammond","STSO-2810"
"Larry Mcclure","PSYC-3576"
"Kathy Morgan","ECSE-3319"
"Kenneth Joseph","BIOL-2288"
"Kristen Gordon","BIOL-3538"
"Kimberly Mann","CSCI-4718"
"Anne Robinson","ENGR-1089"
"Gabriel Carter","BIOL-1828"
"Joseph Hernandez","PSYC-4120"
"Randy Simpson","MATH-4354"
"Lori Walker","PHYS-1029"
"Claudia Roberts","ITWS-2803"
"Cindy Brown","MATH-3122"
"David Evans","STSO-1564"
"Gabriel Gray","CSCI-3402"
"Christopher Carrillo","CSCI-2508"
"Mary Hernandez","STSO-3828"
"Jeanette Castro","PHYS-2829"
"Stephanie Wilson","BIOL-3915"
"Diane Davis","PSYC-4284"
"Joyce Sanchez","ECSE-3124"
"Hannah Robertson","ITWS-3744"
"Melissa Miller","PSYC-4131"
"Hannah Mckee","MATH-3771"
"Deborah Perry","PSYC-1828"
"Samuel Jones","ECSE-1357"
"Philip Larson","PHYS-3321"
"Jonathan Rodriguez","PSYC-4894"
"Amber Jackson","ITWS-4537"
"Timothy Price","ECSE-2858"
"Adrian Torres","STSO-4052"
"Jessica Flynn","CHEM-1303"
"Danielle Harrington","CHEM-4307"
"Dennis Quinn","CHEM-3237"
"Bruce Larsen","CHEM-1317"
"Edward Jennings","STSO-2635"
"Andrew Adams","CSCI-4020"
"Nancy Mcgee","CSCI-1976"
"Justin Boone","CSCI-2842"
"Stephen Webster","ECSE-2272"
"Sandra Brewer","MATH-4700"
"Patrick Rose","PHYS-4120"
"Evan Hart","CHEM-4291"
"Erica Cruz","STSO-4875"
"Joshua Guerra","MATH-4881"
"Elizabeth Solis","ECSE-4300"
"Joyce Sanchez","BIOL-3518"
"Maria Murray","CHEM-1868"
"Michelle Nguyen","CSCI-3530"
"Michele Gordon","ENGR-2394"
"Stephanie Smith","CSCI-2065"
"Anne Yu","CHEM-1876"
"Heather Wilson","PSYC-3851"
"Adam Mills","CSCI-1403"
"Shane Glass","STSO-2728"
"Jeremy Frazier","PSYC-1356"
"Adam Wise","PHYS-2491"
"Erika Adams","PSYC-4120"
"Donna Davis","CHEM-1274"
"Kathleen Case","BIOL-3263"
"Christopher Mclaughlin","PHYS-3486"
"Joyce Keith","PHYS-2292"
"Cynthia Mclaughlin","ENGR-3422"
"Jennifer Franco","MATH-3432"
"Jamie Norris","MATH-4123"
"Shannon Gilmore","ENGR-1571"
"Keith Howell","ITWS-3230"
"Laura Spencer","PSYC-4071"
"Vicki Silva","PSYC-1307"
"Joshua Walker","ECSE-1212"
"Joshua Juarez","MATH-3803"
"Anthony Greene","PHYS-2399"
"Peggy Taylor","ECSE-2783"
"Christopher Ramirez","CHEM-1329"
"Kayla Howell","PHYS-2694"
"Robert Peters","ECSE-3309"
"Jane Mason","MATH-2425"
"Sarah Melton","ECSE-3953"
"Elizabeth Hodge","STSO-1566"
"John Weber","ENGR-4404"
"Derek York","MATH-3348"
"Carolyn Nguyen","ENGR-2922"
"Patrick Morris","ENGR-3459"
"Joel Weiss","ENGR-1562"
"Joseph Jones","ECSE-4333"
"Robert Fletcher","CHEM-3711"
"Michael Moore","PSYC-2826"
"Tina Harris","BIOL-1461"
"Sarah Romero","PHYS-4120"
"Christine Glenn","CHEM-3267"
"Jessica Eaton","BIOL-1682"
"Ashley Butler","ITWS-1942"
"James Herman","ITWS-1889"
"Sheila Smith","MATH-4040"
"Richard Armstrong","ITWS-2438"
"Elizabeth Johns","ITWS-1485"
"William Peterson","STSO-3002"
"Mike Fox","PHYS-3936"
"Marcus Johnson","ECSE-2189"
"Christopher Meyer","PHYS-3069"
"Christian Scott","MATH-1454"
"Corey Green","ENGR-3326"
"Gregory Hammond","ECSE-4323"
"Kevin Anderson","PHYS-3026"
"Victor Gilbert","CHEM-4575"
"Ashley Herrera","PSYC-2746"
"Brenda Goodwin","CHEM-3196"
"Vickie Snyder","PSYC-1881"
"Paul Johnson","MATH-3899"
"Nathaniel Bradley","MATH-4398"
"Wayne Guerrero","ITWS-4128"
"Veronica Valentine","CHEM-3152"
"Karen Davis","PHYS-1842"
"David Vargas","ITWS-3552"
"Nathan Compton","ENGR-3111"
"Monica Hernandez","CHEM-1136"
"John Bell","ECSE-2863"
"Cynthia Murphy","CSCI-3537"
"Bradley Roth","ENGR-2473"
"Juan Bell","CHEM-1317"
"Thomas Barker","CSCI-1937"
"Glenda Heath","ITWS-2193"
"Travis Caldwell","ECSE-2529"
"William Duran","BIOL-1101"
"Michael Harrell","CSCI-4089"
"Daniel Brown","CHEM-3537"
"Desiree Diaz","STSO-3268"
"Joshua Joseph","ECSE-3560"
"Gabriela Nelson","ENGR-3325"
"Melissa Suarez","MATH-2167"
"Perry Peck","PSYC-2714"
"Katherine Trujillo","BIOL-2210"
"Ricky Thompson","MATH-2425"
"Erin Ramirez","BIOL-2411"
"Pamela Moore","CSCI-3900"
"Christopher Franklin","MATH-4601"
"Brandon Christian","PSYC-3494"
"David Cunningham","ECSE-3187"
"Shannon Olsen","STSO-3076"
"John Curtis","ENGR-2383"
"Bonnie Hogan","ENGR-3077"
"Lauren Banks","CSCI-3039"
"Andrea Wilson","PHYS-4419"
"John Wilcox","ECSE-3521"
"Cynthia Diaz","PHYS-3175"
